"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","LABCOMP","TOT","AGRWTH","A","1989",10.383821,
"FIN","LABCOMP","TOT","AGRWTH","A","1990",11.077537,
"FIN","LABCOMP","TOT","AGRWTH","A","1991",7.631908,
"FIN","LABCOMP","TOT","AGRWTH","A","1992",2.233176,
"FIN","LABCOMP","TOT","AGRWTH","A","1993",0.77519,
"FIN","LABCOMP","TOT","AGRWTH","A","1994",2.109111,
"FIN","LABCOMP","TOT","AGRWTH","A","1995",3.290538,
"FIN","LABCOMP","TOT","AGRWTH","A","1996",2.838808,
"FIN","LABCOMP","TOT","AGRWTH","A","1997",1.618411,
"FIN","LABCOMP","TOT","AGRWTH","A","1998",4.972391,
"FIN","LABCOMP","TOT","AGRWTH","A","1999",3.651956,
"FIN","LABCOMP","TOT","AGRWTH","A","2000",4.361975,
"FIN","LABCOMP","TOT","AGRWTH","A","2001",4.303674,
"FIN","LABCOMP","TOT","AGRWTH","A","2002",2.001799,
"FIN","LABCOMP","TOT","AGRWTH","A","2003",2.325191,
"FIN","LABCOMP","TOT","AGRWTH","A","2004",3.414595,
"FIN","LABCOMP","TOT","AGRWTH","A","2005",4.097053,
"FIN","LABCOMP","TOT","AGRWTH","A","2006",3.463032,
"FIN","LABCOMP","TOT","AGRWTH","A","2007",3.285353,
"FIN","LABCOMP","TOT","AGRWTH","A","2008",4.404562,
"FIN","LABCOMP","TOT","AGRWTH","A","2009",3.623842,
"FIN","LABCOMP","TOT","AGRWTH","A","2010",1.557834,
"FIN","LABCOMP","TOT","AGRWTH","A","2011",3.421563,
"FIN","LABCOMP","TOT","AGRWTH","A","2012",3.32384,
"FIN","LABCOMP","TOT","AGRWTH","A","2013",1.657332,
"FIN","LABCOMP","TOT","AGRWTH","A","2014",1.12718,
"FIN","LABCOMP","TOT","AGRWTH","A","2015",1.524571,
"FIN","LABCOMP","TOT","AGRWTH","A","2016",0.891697,
"FIN","LABCOMP","TOT","AGRWTH","A","2017",-0.902901,
"FIN","LABCOMP","TOT","AGRWTH","A","2018",1.465896,
"FIN","LABCOMP","TOT","AGRWTH","A","2019",1.607674,
"FRA","LABCOMP","TOT","AGRWTH","A","1971",11.077833,
"FRA","LABCOMP","TOT","AGRWTH","A","1972",12.645153,
"FRA","LABCOMP","TOT","AGRWTH","A","1973",13.010087,
"FRA","LABCOMP","TOT","AGRWTH","A","1974",19.277924,
"FRA","LABCOMP","TOT","AGRWTH","A","1975",19.971432,
"FRA","LABCOMP","TOT","AGRWTH","A","1976",12.759936,
"FRA","LABCOMP","TOT","AGRWTH","A","1977",14.266359,
"FRA","LABCOMP","TOT","AGRWTH","A","1978",14.000162,
"FRA","LABCOMP","TOT","AGRWTH","A","1979",12.509638,
"FRA","LABCOMP","TOT","AGRWTH","A","1980",14.449393,
"FRA","LABCOMP","TOT","AGRWTH","A","1981",14.579028,
"FRA","LABCOMP","TOT","AGRWTH","A","1982",19.279922,
"FRA","LABCOMP","TOT","AGRWTH","A","1983",10.936771,
"FRA","LABCOMP","TOT","AGRWTH","A","1984",8.06651,
"FRA","LABCOMP","TOT","AGRWTH","A","1985",7.561657,
"FRA","LABCOMP","TOT","AGRWTH","A","1986",4.271408,
"FRA","LABCOMP","TOT","AGRWTH","A","1987",2.105016,
"FRA","LABCOMP","TOT","AGRWTH","A","1988",3.502119,
"FRA","LABCOMP","TOT","AGRWTH","A","1989",4.848057,
"FRA","LABCOMP","TOT","AGRWTH","A","1990",5.188373,
"FRA","LABCOMP","TOT","AGRWTH","A","1991",4.301609,
"FRA","LABCOMP","TOT","AGRWTH","A","1992",3.73979,
"FRA","LABCOMP","TOT","AGRWTH","A","1993",2.547113,
"FRA","LABCOMP","TOT","AGRWTH","A","1994",1.032742,
"FRA","LABCOMP","TOT","AGRWTH","A","1995",3.254662,
"FRA","LABCOMP","TOT","AGRWTH","A","1996",2.027365,
"FRA","LABCOMP","TOT","AGRWTH","A","1997",1.684985,
"FRA","LABCOMP","TOT","AGRWTH","A","1998",2.108011,
"FRA","LABCOMP","TOT","AGRWTH","A","1999",1.903787,
"FRA","LABCOMP","TOT","AGRWTH","A","2000",4.019442,
"FRA","LABCOMP","TOT","AGRWTH","A","2001",3.908356,
"FRA","LABCOMP","TOT","AGRWTH","A","2002",5.651682,
"FRA","LABCOMP","TOT","AGRWTH","A","2003",2.673525,
"FRA","LABCOMP","TOT","AGRWTH","A","2004",1.782001,
"FRA","LABCOMP","TOT","AGRWTH","A","2005",2.882639,
"FRA","LABCOMP","TOT","AGRWTH","A","2006",4.335613,
"FRA","LABCOMP","TOT","AGRWTH","A","2007",0.830969,
"FRA","LABCOMP","TOT","AGRWTH","A","2008",1.991141,
"FRA","LABCOMP","TOT","AGRWTH","A","2009",2.572076,
"FRA","LABCOMP","TOT","AGRWTH","A","2010",2.232579,
